0_DEVICE,1_DATE,2_TIME,340400_WEAVE_STATUS_AVG,340500_WEAVE_STATUS_LAST,340600_WEAVE_BEATING_COUNT,340700_WEAVE_STOP_COUNTER_AVG,340800_WEAVE_STOP_COUNTER_LAST,340900_WEAVE_STOP_SELVEDGE_AVG,341000_WEAVE_STOP_SELVEDGE_LAST,341100_WEAVE_STOP_FEELER_AVG,341200_WEAVE_STOP_FEELER_LAST,341300_WEAVE_STOP_CATCHING_AVG,341400_WEAVE_STOP_CATCHING_LAST
1010001,2016/4/14,14:39:02,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:40:02,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:41:02,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:42:02,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:43:02,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:44:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:45:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:46:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:47:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:48:00,0.5,0.0,310.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:49:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:51:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:52:00,0.33,1.0,16.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,14:53:00,0.43,0.0,288.0,0.0,0.0,0.0,0.0,0.57,1.0,0.0,0.0
1010001,2016/4/14,14:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,14:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,14:56:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,14:57:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,14:58:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,14:59:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,15:01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,15:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010001,2016/4/14,15:03:00,0.02,0.0,2.0,0.0,0.0,0.0,0.0,0.95,1.0,0.0,0.0
1010001,2016/4/14,15:04:00,0.83,1.0,224.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
1010001,2016/4/14,15:05:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:06:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:07:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:08:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:09:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:10:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:11:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:12:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:13:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:14:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:15:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:16:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:17:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:18:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:19:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:20:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:21:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:22:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:23:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:24:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:25:00,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:26:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:27:28,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:28:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:29:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:30:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:31:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:32:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:33:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:34:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:35:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:36:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:37:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:38:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:39:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:40:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:41:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:42:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:43:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:44:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:45:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:46:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:47:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:48:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:49:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:50:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:51:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:52:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:53:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:54:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:55:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:56:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:57:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:58:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,15:59:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:00:00,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:01:00,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:02:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:03:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:04:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:05:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:06:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:07:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:08:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:09:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:10:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:11:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:12:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:13:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:14:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:15:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:16:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:17:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:18:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:19:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:20:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:21:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:22:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:23:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:24:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:25:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:26:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:27:00,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:28:00,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:29:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:30:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:31:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:32:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:33:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:34:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:35:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:36:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:37:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:38:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:39:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:40:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:41:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:42:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:43:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:44:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:45:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:46:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:47:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:48:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:49:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:50:00,1.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:51:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:52:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:53:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:54:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:55:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:56:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:57:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:58:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,16:59:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:00:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:01:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:02:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:03:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:04:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:05:01,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:13:59,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:15:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:16:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:17:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:18:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:19:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:20:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:21:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:22:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:23:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:24:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:25:00,1.0,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010001,2016/4/14,17:42:00,0.23,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,1.0
1010001,2016/4/14,17:43:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1010001,2016/4/14,17:44:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1010001,2016/4/14,17:45:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1010001,2016/4/14,17:46:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1010001,2016/4/14,17:47:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
